trial_type,trial_index,time_elapsed,internal_node_id,success,timeout,failed_images,failed_audio,failed_video,rt,response,stimulus,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,phase,deviceInfo,itemID,stimulus_type,correct_ans,list,content,sound1,sound2
html-keyboard-response,174,251168,0.0-12.0-0.15,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,175,251676,0.0-12.0-1.15,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>plow</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,176,252264,0.0-12.0-2.15,,,,,,null,null,stimuli/word/FAS_J2M-PBKW-02-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,177,252769,0.0-12.0-3.15,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>plow</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,178,253363,0.0-12.0-4.15,,,,,,null,null,stimuli/word/FAS_J1M-PBKW-02-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,179,253925,0.0-12.0-5.15,,,,,,561,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>plow</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,54,JJ,j,PBK,plow,stimuli/word/FAS_J2M-PBKW-02-04.wav,stimuli/word/FAS_J1M-PBKW-02-04.wav
html-keyboard-response,180,254936,0.0-12.0-0.16,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,181,255448,0.0-12.0-1.16,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>quick</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,182,256084,0.0-12.0-2.16,,,,,,null,null,stimuli/word/FAS_J2M-PBKW-03-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,183,256593,0.0-12.0-3.16,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>quick</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,184,257224,0.0-12.0-4.16,,,,,,null,null,stimuli/word/FAS_K9M-PBKW-03-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,185,257631,0.0-12.0-5.16,,,,,,406,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>quick</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,190,JK,f,PBK,quick,stimuli/word/FAS_J2M-PBKW-03-04.wav,stimuli/word/FAS_K9M-PBKW-03-04.wav
html-keyboard-response,186,258640,0.0-12.0-0.17,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,187,259143,0.0-12.0-1.17,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>farm</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,188,259784,0.0-12.0-2.17,,,,,,null,null,stimuli/word/FAS_J2M-LNTW-02-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,189,260287,0.0-12.0-3.17,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>farm</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,190,261089,0.0-12.0-4.17,,,,,,null,null,stimuli/word/FAS_M6M-LNTW-02-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,191,261618,0.0-12.0-5.17,,,,,,527,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>farm</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,160,MJ,f,LNT,farm,stimuli/word/FAS_J2M-LNTW-02-10.wav,stimuli/word/FAS_M6M-LNTW-02-10.wav
html-keyboard-response,192,262622,0.0-12.0-0.18,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,193,263131,0.0-12.0-1.18,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>crab</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,194,263829,0.0-12.0-2.18,,,,,,null,null,stimuli/word/FAS_K7M-PBKW-02-31.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,195,264344,0.0-12.0-3.18,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>crab</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,196,264849,0.0-12.0-4.18,,,,,,null,null,stimuli/word/FAS_K9M-PBKW-02-31.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,197,265351,0.0-12.0-5.18,,,,,,500,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>crab</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,81,KK,j,PBK,crab,stimuli/word/FAS_K7M-PBKW-02-31.wav,stimuli/word/FAS_K9M-PBKW-02-31.wav
html-keyboard-response,198,266356,0.0-12.0-0.19,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,199,266862,0.0-12.0-1.19,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>white</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,200,267589,0.0-12.0-2.19,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-02-25.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,201,268092,0.0-12.0-3.19,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>white</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,202,268789,0.0-12.0-4.19,,,,,,null,null,stimuli/word/FAS_M6M-LNTW-02-25.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,203,269248,0.0-12.0-5.19,,,,,,457,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>white</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,175,MK,f,LNT,white,stimuli/word/FAS_K9M-LNTW-02-25.wav,stimuli/word/FAS_M6M-LNTW-02-25.wav
html-keyboard-response,204,270257,0.0-12.0-0.20,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,205,270772,0.0-12.0-1.20,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>home</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,206,271510,0.0-12.0-2.20,,,,,,null,null,stimuli/word/FAS_M6M-LNTW-01-11.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,207,272027,0.0-12.0-3.20,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>home</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,208,272629,0.0-12.0-4.20,,,,,,null,null,stimuli/word/FAS_E5M-LNTW-01-11.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,209,273621,0.0-12.0-5.20,,,,,,990,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>home</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,111,EM,f,LNT,home,stimuli/word/FAS_M6M-LNTW-01-11.wav,stimuli/word/FAS_E5M-LNTW-01-11.wav
html-keyboard-response,210,274627,0.0-12.0-0.21,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,211,275129,0.0-12.0-1.21,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>toy</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,212,275829,0.0-12.0-2.21,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-02-31.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,213,276345,0.0-12.0-3.21,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>toy</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,214,277029,0.0-12.0-4.21,,,,,,null,null,stimuli/word/FAS_J1M-LNTW-02-31.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,215,279769,0.0-12.0-5.21,,,,,,2740,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>toy</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,181,JK,f,LNT,toy,stimuli/word/FAS_K9M-LNTW-02-31.wav,stimuli/word/FAS_J1M-LNTW-02-31.wav
html-keyboard-response,216,280776,0.0-12.0-0.22,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,217,281290,0.0-12.0-1.22,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>kick</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,218,281970,0.0-12.0-2.22,,,,,,null,null,stimuli/word/FAS_K7M-LNTW-01-39.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,219,282472,0.0-12.0-3.22,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>kick</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,220,283049,0.0-12.0-4.22,,,,,,null,null,stimuli/word/FAS_E5M-LNTW-01-39.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,221,287749,0.0-12.0-5.22,,,,,,4698,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>kick</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,139,EK,f,LNT,kick,stimuli/word/FAS_K7M-LNTW-01-39.wav,stimuli/word/FAS_E5M-LNTW-01-39.wav
html-keyboard-response,222,288763,0.0-12.0-0.23,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,223,289268,0.0-12.0-1.23,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>cow</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,224,289829,0.0-12.0-2.23,,,,,,null,null,stimuli/word/FAS_J2M-LNTW-01-25.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,225,290332,0.0-12.0-3.23,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>cow</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,226,290989,0.0-12.0-4.23,,,,,,null,null,stimuli/word/FAS_E5M-LNTW-01-25.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,227,293006,0.0-12.0-5.23,,,,,,2015,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>cow</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,125,EJ,f,LNT,cow,stimuli/word/FAS_J2M-LNTW-01-25.wav,stimuli/word/FAS_E5M-LNTW-01-25.wav
html-keyboard-response,228,294023,0.0-12.0-0.24,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,229,294531,0.0-12.0-1.24,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>hi</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,230,295150,0.0-12.0-2.24,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-01-33.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,231,295666,0.0-12.0-3.24,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>hi</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,232,296389,0.0-12.0-4.24,,,,,,null,null,stimuli/word/FAS_E1M-LNTW-01-33.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,233,298547,0.0-12.0-5.24,,,,,,2156,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>hi</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,133,EK,f,LNT,hi,stimuli/word/FAS_K9M-LNTW-01-33.wav,stimuli/word/FAS_E1M-LNTW-01-33.wav
html-keyboard-response,234,299562,0.0-12.0-0.25,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,235,300078,0.0-12.0-1.25,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>turn</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,236,300709,0.0-12.0-2.25,,,,,,null,null,stimuli/word/FAS_J2M-PBKW-02-14.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,237,301214,0.0-12.0-3.25,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>turn</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,238,301969,0.0-12.0-4.25,,,,,,null,null,stimuli/word/FAS_J1M-PBKW-02-14.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,239,302693,0.0-12.0-5.25,,,,,,723,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>turn</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,64,JJ,j,PBK,turn,stimuli/word/FAS_J2M-PBKW-02-14.wav,stimuli/word/FAS_J1M-PBKW-02-14.wav
html-keyboard-response,240,303701,0.0-12.0-0.26,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,241,304208,0.0-12.0-1.26,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>splash</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,242,305090,0.0-12.0-2.26,,,,,,null,null,stimuli/word/FAS_K9M-PBKW-02-25.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,243,305604,0.0-12.0-3.26,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>splash</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,244,306549,0.0-12.0-4.26,,,,,,null,null,stimuli/word/FAS_K7M-PBKW-02-25.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,245,307185,0.0-12.0-5.26,,,,,,635,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>splash</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,75,KK,j,PBK,splash,stimuli/word/FAS_K9M-PBKW-02-25.wav,stimuli/word/FAS_K7M-PBKW-02-25.wav
html-keyboard-response,246,308191,0.0-12.0-0.27,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,247,308708,0.0-12.0-1.27,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>five</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,248,309490,0.0-12.0-2.27,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-01-12.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,249,310001,0.0-12.0-3.27,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>five</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,250,310549,0.0-12.0-4.27,,,,,,null,null,stimuli/word/FAS_E5M-PBKW-01-12.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,251,310966,0.0-12.0-5.27,,,,,,415,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>five</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,12,EE,j,PBK,five,stimuli/word/FAS_E1M-PBKW-01-12.wav,stimuli/word/FAS_E5M-PBKW-01-12.wav
html-keyboard-response,252,311969,0.0-12.0-0.28,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,253,312484,0.0-12.0-1.28,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>box</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,254,313249,0.0-12.0-2.28,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-01-20.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,255,313759,0.0-12.0-3.28,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>box</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,256,314349,0.0-12.0-4.28,,,,,,null,null,stimuli/word/FAS_E5M-PBKW-01-20.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,257,314721,0.0-12.0-5.28,,,,,,371,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>box</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,20,EE,j,PBK,box,stimuli/word/FAS_E1M-PBKW-01-20.wav,stimuli/word/FAS_E5M-PBKW-01-20.wav
html-keyboard-response,258,315732,0.0-12.0-0.29,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,259,316239,0.0-12.0-1.29,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>yes</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,260,317130,0.0-12.0-2.29,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-02-49.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,261,317642,0.0-12.0-3.29,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>yes</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,262,318330,0.0-12.0-4.29,,,,,,null,null,stimuli/word/FAS_M1M-PBKW-02-49.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,263,318578,0.0-12.0-5.29,,,,,,246,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>yes</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,99,EM,f,PBK,yes,stimuli/word/FAS_E1M-PBKW-02-49.wav,stimuli/word/FAS_M1M-PBKW-02-49.wav
html-keyboard-response,264,319580,0.0-12.0-0.30,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,265,320097,0.0-12.0-1.30,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>find</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,266,320989,0.0-12.0-2.30,,,,,,null,null,stimuli/word/FAS_M1M-PBKW-02-48.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,267,321492,0.0-12.0-3.30,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>find</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,268,322309,0.0-12.0-4.30,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-02-48.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,269,322720,0.0-12.0-5.30,,,,,,410,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>find</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,98,EM,f,PBK,find,stimuli/word/FAS_M1M-PBKW-02-48.wav,stimuli/word/FAS_E1M-PBKW-02-48.wav
html-keyboard-response,270,323737,0.0-12.0-0.31,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,271,324248,0.0-12.0-1.31,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>fun</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,272,325088,0.0-12.0-2.31,,,,,,null,null,stimuli/word/FAS_E1M-LNTW-01-35.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,273,325600,0.0-12.0-3.31,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>fun</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,274,326326,0.0-12.0-4.31,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-01-35.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,275,326722,0.0-12.0-5.31,,,,,,394,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>fun</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,135,EK,f,LNT,fun,stimuli/word/FAS_E1M-LNTW-01-35.wav,stimuli/word/FAS_K9M-LNTW-01-35.wav
html-keyboard-response,276,327736,0.0-12.0-0.32,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,277,328240,0.0-12.0-1.32,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>fight</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,278,329007,0.0-12.0-2.32,,,,,,null,null,stimuli/word/FAS_K7M-LNTW-01-29.wav,,,,,,,,,,,,,,,,,,,,
