trial_type,trial_index,time_elapsed,internal_node_id,success,timeout,failed_images,failed_audio,failed_video,rt,response,stimulus,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,phase,deviceInfo,itemID,stimulus_type,correct_ans,list,content,sound1,sound2
audio-keyboard-response,460,1415206,0.0-12.0-4.62,,,,,,null,null,stimuli/FAS_E1M-HINT-01-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,461,1415364,0.0-12.0-5.62,,,,,,155,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The children helped their teacher.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,98,EM,f,HINT,The children helped their teacher.,stimuli/FAS_M1M-HINT-01-06.wav,stimuli/FAS_E1M-HINT-01-06.wav
html-keyboard-response,462,1416373,0.0-12.0-0.63,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,463,1416893,0.0-12.0-1.63,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The man cleaned his shoes.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,464,1418627,0.0-12.0-2.63,,,,,,null,null,stimuli/FAS_M1M-BKBR-03-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,465,1419134,0.0-12.0-3.63,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The man cleaned his shoes.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,466,1420927,0.0-12.0-4.63,,,,,,null,null,stimuli/FAS_M6M-BKBR-03-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,467,1421457,0.0-12.0-5.63,,,,,,528,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The man cleaned his shoes.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,42,MM,j,BKB,The man cleaned his shoes.,stimuli/FAS_M1M-BKBR-03-10.wav,stimuli/FAS_M6M-BKBR-03-10.wav
html-keyboard-response,468,1422471,0.0-12.0-0.64,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,469,1422994,0.0-12.0-1.64,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The shop closes for lunch.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,470,1425167,0.0-12.0-2.64,,,,,,null,null,stimuli/FAS_M1M-HINT-02-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,471,1425673,0.0-12.0-3.64,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The shop closes for lunch.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,472,1427487,0.0-12.0-4.64,,,,,,null,null,stimuli/FAS_E5M-HINT-02-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,473,1428008,0.0-12.0-5.64,,,,,,518,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The shop closes for lunch.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,106,EM,f,HINT,The shop closes for lunch.,stimuli/FAS_M1M-HINT-02-04.wav,stimuli/FAS_E5M-HINT-02-04.wav
html-keyboard-response,474,1429013,0.0-12.0-0.65,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,475,1429534,0.0-12.0-1.65,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>Mother shut the window.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,476,1431306,0.0-12.0-2.65,,,,,,null,null,stimuli/FAS_K7M-HINT-08-08.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,477,1431814,0.0-12.0-3.65,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>Mother shut the window.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,478,1433186,0.0-12.0-4.65,,,,,,null,null,stimuli/FAS_M6M-HINT-08-08.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,479,1433846,0.0-12.0-5.65,,,,,,658,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>Mother shut the window.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,170,MK,f,HINT,Mother shut the window.,stimuli/FAS_K7M-HINT-08-08.wav,stimuli/FAS_M6M-HINT-08-08.wav
html-keyboard-response,480,1434854,0.0-12.0-0.66,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,481,1435373,0.0-12.0-1.66,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>She used her spoon.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,482,1437127,0.0-12.0-2.66,,,,,,null,null,stimuli/FAS_J1M-BKBR-05-07.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,483,1437633,0.0-12.0-3.66,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>She used her spoon.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,484,1439006,0.0-12.0-4.66,,,,,,null,null,stimuli/FAS_J2M-BKBR-05-07.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,485,1440263,0.0-12.0-5.66,,,,,,1256,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>She used her spoon.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,71,JJ,j,BKB,She used her spoon.,stimuli/FAS_J1M-BKBR-05-07.wav,stimuli/FAS_J2M-BKBR-05-07.wav
html-keyboard-response,486,1441274,0.0-12.0-0.67,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,487,1441794,0.0-12.0-1.67,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They are watching the train.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,488,1443326,0.0-12.0-2.67,,,,,,null,null,stimuli/FAS_M6M-BKBR-02-15.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,489,1443834,0.0-12.0-3.67,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They are watching the train.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,490,1445467,0.0-12.0-4.67,,,,,,null,null,stimuli/FAS_M1M-BKBR-02-15.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,491,1446540,0.0-12.0-5.67,,,,,,1071,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They are watching the train.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,31,MM,j,BKB,They are watching the train.,stimuli/FAS_M6M-BKBR-02-15.wav,stimuli/FAS_M1M-BKBR-02-15.wav
html-keyboard-response,492,1447554,0.0-12.0-0.68,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,493,1448074,0.0-12.0-1.68,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The kitchen window is clean.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,494,1450187,0.0-12.0-2.68,,,,,,null,null,stimuli/FAS_J1M-HINT-09-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,495,1450694,0.0-12.0-3.68,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The kitchen window is clean.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,496,1453027,0.0-12.0-4.68,,,,,,null,null,stimuli/FAS_K7M-HINT-09-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,497,1454194,0.0-12.0-5.68,,,,,,1165,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The kitchen window is clean.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,177,JK,f,HINT,The kitchen window is clean.,stimuli/FAS_J1M-HINT-09-05.wav,stimuli/FAS_K7M-HINT-09-05.wav
html-keyboard-response,498,1455214,0.0-12.0-0.69,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,499,1455724,0.0-12.0-1.69,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The police cleared the road.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,500,1458307,0.0-12.0-2.69,,,,,,null,null,stimuli/FAS_K7M-HINT-04-09.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,501,1458813,0.0-12.0-3.69,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The police cleared the road.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,502,1460366,0.0-12.0-4.69,,,,,,null,null,stimuli/FAS_E1M-HINT-04-09.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,503,1460437,0.0-12.0-5.69,,,,,,69,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The police cleared the road.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,131,EK,f,HINT,The police cleared the road.,stimuli/FAS_K7M-HINT-04-09.wav,stimuli/FAS_E1M-HINT-04-09.wav
html-keyboard-response,504,1461454,0.0-12.0-0.70,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,505,1461974,0.0-12.0-1.70,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They are buying some bread.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,506,1463426,0.0-12.0-2.70,,,,,,null,null,stimuli/FAS_E1M-BKBR-01-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,507,1463934,0.0-12.0-3.70,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They are buying some bread.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,508,1465407,0.0-12.0-4.70,,,,,,null,null,stimuli/FAS_E5M-BKBR-01-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,509,1465882,0.0-12.0-5.70,,,,,,473,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They are buying some bread.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,6,EE,j,BKB,They are buying some bread.,stimuli/FAS_E1M-BKBR-01-06.wav,stimuli/FAS_E5M-BKBR-01-06.wav
html-keyboard-response,510,1466893,0.0-12.0-0.71,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,511,1467414,0.0-12.0-1.71,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>Strawberry jam is sweet.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,512,1469126,0.0-12.0-2.71,,,,,,null,null,stimuli/FAS_E5M-HINT-02-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,513,1469634,0.0-12.0-3.71,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>Strawberry jam is sweet.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,514,1471387,0.0-12.0-4.71,,,,,,null,null,stimuli/FAS_M1M-HINT-02-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,515,1471886,0.0-12.0-5.71,,,,,,496,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>Strawberry jam is sweet.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,105,EM,f,HINT,Strawberry jam is sweet.,stimuli/FAS_E5M-HINT-02-03.wav,stimuli/FAS_M1M-HINT-02-03.wav
html-keyboard-response,516,1472894,0.0-12.0-0.72,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,517,1473414,0.0-12.0-1.72,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>Mother got a saucepan.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,518,1475147,0.0-12.0-2.72,,,,,,null,null,stimuli/FAS_J1M-BKBR-07-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,519,1475654,0.0-12.0-3.72,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>Mother got a saucepan.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,520,1477106,0.0-12.0-4.72,,,,,,null,null,stimuli/FAS_K9M-BKBR-07-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,521,1478019,0.0-12.0-5.72,,,,,,910,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>Mother got a saucepan.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,181,JK,f,BKB,Mother got a saucepan.,stimuli/FAS_J1M-BKBR-07-06.wav,stimuli/FAS_K9M-BKBR-07-06.wav
html-keyboard-response,522,1479034,0.0-12.0-0.73,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,523,1479551,0.0-12.0-1.73,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The broom stood in the corner.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,524,1481266,0.0-12.0-2.73,,,,,,null,null,stimuli/FAS_K9M-BKBR-06-15.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,525,1481773,0.0-12.0-3.73,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The broom stood in the corner.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,526,1483827,0.0-12.0-4.73,,,,,,null,null,stimuli/FAS_M1M-BKBR-06-15.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,527,1484679,0.0-12.0-5.73,,,,,,850,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The broom stood in the corner.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,167,MK,f,HINT,The broom stood in the corner.,stimuli/FAS_K9M-BKBR-06-15.wav,stimuli/FAS_M1M-BKBR-06-15.wav
html-keyboard-response,528,1485684,0.0-12.0-0.74,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,529,1486194,0.0-12.0-1.74,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The woman cleaned her house.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,530,1488246,0.0-12.0-2.74,,,,,,null,null,stimuli/FAS_K9M-HINT-09-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,531,1488754,0.0-12.0-3.74,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The woman cleaned her house.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,532,1490486,0.0-12.0-4.74,,,,,,null,null,stimuli/FAS_M6M-HINT-09-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,533,1491101,0.0-12.0-5.74,,,,,,612,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The woman cleaned her house.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,174,MK,f,HINT,The woman cleaned her house.,stimuli/FAS_K9M-HINT-09-02.wav,stimuli/FAS_M6M-HINT-09-02.wav
html-keyboard-response,534,1492114,0.0-12.0-0.75,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,535,1492633,0.0-12.0-1.75,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They are coming for dinner.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,536,1494607,0.0-12.0-2.75,,,,,,null,null,stimuli/FAS_K7M-HINT-10-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,537,1495114,0.0-12.0-3.75,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They are coming for dinner.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,538,1496526,0.0-12.0-4.75,,,,,,null,null,stimuli/FAS_J2M-HINT-10-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,539,1497522,0.0-12.0-5.75,,,,,,995,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They are coming for dinner.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,187,JK,f,HINT,They are coming for dinner.,stimuli/FAS_K7M-HINT-10-05.wav,stimuli/FAS_J2M-HINT-10-05.wav
html-keyboard-response,540,1498533,0.0-12.0-0.76,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,541,1499053,0.0-12.0-1.76,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>Flowers grow in the garden.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,542,1500886,0.0-12.0-2.76,,,,,,null,null,stimuli/FAS_M6M-HINT-02-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,543,1501393,0.0-12.0-3.76,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>Flowers grow in the garden.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,544,1503147,0.0-12.0-4.76,,,,,,null,null,stimuli/FAS_E1M-HINT-02-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,545,1503282,0.0-12.0-5.76,,,,,,133,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>Flowers grow in the garden.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,104,EM,f,HINT,Flowers grow in the garden.,stimuli/FAS_M6M-HINT-02-02.wav,stimuli/FAS_E1M-HINT-02-02.wav
html-keyboard-response,546,1504294,0.0-12.0-0.77,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,547,1504814,0.0-12.0-1.77,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They say some silly things.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,548,1506607,0.0-12.0-2.77,,,,,,null,null,stimuli/FAS_M6M-BKBR-03-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,549,1507114,0.0-12.0-3.77,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They say some silly things.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,550,1508947,0.0-12.0-4.77,,,,,,null,null,stimuli/FAS_M1M-BKBR-03-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,551,1509061,0.0-12.0-5.77,,,,,,111,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They say some silly things.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,37,MM,j,BKB,They say some silly things.,stimuli/FAS_M6M-BKBR-03-05.wav,stimuli/FAS_M1M-BKBR-03-05.wav
html-keyboard-response,552,1510073,0.0-12.0-0.78,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,553,1510594,0.0-12.0-1.78,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The lady packed her bag.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,554,1512407,0.0-12.0-2.78,,,,,,null,null,stimuli/FAS_K7M-HINT-04-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,555,1512914,0.0-12.0-3.78,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The lady packed her bag.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,556,1514506,0.0-12.0-4.78,,,,,,null,null,stimuli/FAS_E1M-HINT-04-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,557,1515776,0.0-12.0-5.78,,,,,,1267,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The lady packed her bag.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,132,EK,f,HINT,The lady packed her bag.,stimuli/FAS_K7M-HINT-04-10.wav,stimuli/FAS_E1M-HINT-04-10.wav
html-keyboard-response,558,1516794,0.0-12.0-0.79,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,559,1517314,0.0-12.0-1.79,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They wanted some potatoes.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,560,1519167,0.0-12.0-2.79,,,,,,null,null,stimuli/FAS_K9M-BKBR-05-14.wav,,,,,,,,,,,,,,,,,,,,
