trial_type,trial_index,time_elapsed,internal_node_id,success,timeout,failed_images,failed_audio,failed_video,rt,response,stimulus,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,phase,deviceInfo,itemID,stimulus_type,correct_ans,list,content,sound1,sound2
html-keyboard-response,12,270534,0.0-10.0-1.0,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They watched the movie.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,13,271876,0.0-10.0-2.0,,,,,,null,null,stimuli/FAS_M1M-BKBR-00-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,14,272382,0.0-10.0-3.0,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They watched the movie.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,15,273816,0.0-10.0-4.0,,,,,,null,null,stimuli/FAS_M6M-BKBR-00-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,16,284143,0.0-10.0-5.0,,,,,,10324,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They watched the movie.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,7,MM,j,BKB,They watched the movie.,stimuli/FAS_M1M-BKBR-00-01.wav,stimuli/FAS_M6M-BKBR-00-01.wav
html-keyboard-response,17,285154,0.0-10.0-0.1,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,18,285666,0.0-10.0-1.1,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>smoke</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,19,286418,0.0-10.0-2.1,,,,,,null,null,stimuli/FAS_E1M-WIPI-01-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,20,286924,0.0-10.0-3.1,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>smoke</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,21,287518,0.0-10.0-4.1,,,,,,null,null,stimuli/FAS_E5M-WIPI-01-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,22,293119,0.0-10.0-5.1,,,,,,5599,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>smoke</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,3,EE,j,WIPI,smoke,stimuli/FAS_E1M-WIPI-01-03.wav,stimuli/FAS_E5M-WIPI-01-03.wav
html-keyboard-response,23,294125,0.0-10.0-0.2,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,24,294634,0.0-10.0-1.2,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>hat</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,25,295178,0.0-10.0-2.2,,,,,,null,null,stimuli/FAS_E1M-WIPI-01-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,26,295684,0.0-10.0-3.2,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>hat</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,27,296257,0.0-10.0-4.2,,,,,,null,null,stimuli/FAS_M6M-WIPI-01-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,28,297873,0.0-10.0-5.2,,,,,,1614,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>hat</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,6,EM,f,WIPI,hat,stimuli/FAS_E1M-WIPI-01-06.wav,stimuli/FAS_M6M-WIPI-01-06.wav
html-keyboard-response,29,298885,0.0-10.0-0.3,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,30,299394,0.0-10.0-1.3,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>school</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,31,300198,0.0-10.0-2.3,,,,,,null,null,stimuli/FAS_E5M-WIPI-01-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,32,300705,0.0-10.0-3.3,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>school</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,33,301478,0.0-10.0-4.3,,,,,,null,null,stimuli/FAS_E1M-WIPI-01-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,34,304408,0.0-10.0-5.3,,,,,,2927,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>school</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,1,EE,j,WIPI,school,stimuli/FAS_E5M-WIPI-01-01.wav,stimuli/FAS_E1M-WIPI-01-01.wav
html-keyboard-response,35,305415,0.0-10.0-0.4,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,36,305924,0.0-10.0-1.4,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>It is time to go home.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,37,307498,0.0-10.0-2.4,,,,,,null,null,stimuli/FAS_M6M-BKBR-00-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,38,308006,0.0-10.0-3.4,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>It is time to go home.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,39,309557,0.0-10.0-4.4,,,,,,null,null,stimuli/FAS_M1M-BKBR-00-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,40,310703,0.0-10.0-5.4,,,,,,1144,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>It is time to go home.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,8,MM,j,BKB,It is time to go home.,stimuli/FAS_M6M-BKBR-00-02.wav,stimuli/FAS_M1M-BKBR-00-02.wav
html-keyboard-response,41,311715,0.0-10.0-0.5,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,42,312224,0.0-10.0-1.5,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The tomatoes grew in his garden.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,43,314358,0.0-10.0-2.5,,,,,,null,null,stimuli/FAS_M6M-BKBR-00-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,44,314864,0.0-10.0-3.5,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The tomatoes grew in his garden.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,45,317218,0.0-10.0-4.5,,,,,,null,null,stimuli/FAS_M1M-BKBR-00-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,46,318535,0.0-10.0-5.5,,,,,,1314,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The tomatoes grew in his garden.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,9,MM,j,BKB,The tomatoes grew in his garden.,stimuli/FAS_M6M-BKBR-00-03.wav,stimuli/FAS_M1M-BKBR-00-03.wav
html-keyboard-response,47,319545,0.0-10.0-0.6,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,48,320055,0.0-10.0-1.6,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The yellow pears taste good.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,49,321797,0.0-10.0-2.6,,,,,,null,null,stimuli/FAS_E5M-HINT-P1-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,50,322304,0.0-10.0-3.6,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The yellow pears taste good.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,51,324238,0.0-10.0-4.6,,,,,,null,null,stimuli/FAS_M6M-HINT-P1-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,52,325301,0.0-10.0-5.6,,,,,,1061,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The yellow pears taste good.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,11,EM,f,HINT,The yellow pears taste good.,stimuli/FAS_E5M-HINT-P1-02.wav,stimuli/FAS_M6M-HINT-P1-02.wav
html-keyboard-response,53,326305,0.0-10.0-0.7,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,54,326814,0.0-10.0-1.7,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>fox</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,55,327598,0.0-10.0-2.7,,,,,,null,null,stimuli/FAS_M6M-WIPI-01-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,328105,0.0-10.0-3.7,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>fox</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,57,328797,0.0-10.0-4.7,,,,,,null,null,stimuli/FAS_E1M-WIPI-01-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,330086,0.0-10.0-5.7,,,,,,1286,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>fox</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,5,EM,f,WIPI,fox,stimuli/FAS_M6M-WIPI-01-05.wav,stimuli/FAS_E1M-WIPI-01-05.wav
html-keyboard-response,59,331094,0.0-10.0-0.8,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,60,331605,0.0-10.0-1.8,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>ball</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,61,332198,0.0-10.0-2.8,,,,,,null,null,stimuli/FAS_E1M-WIPI-01-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,62,332705,0.0-10.0-3.8,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>ball</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,63,333217,0.0-10.0-4.8,,,,,,null,null,stimuli/FAS_E5M-WIPI-01-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,64,335604,0.0-10.0-5.8,,,,,,2385,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>ball</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,2,EE,j,WIPI,ball,stimuli/FAS_E1M-WIPI-01-02.wav,stimuli/FAS_E5M-WIPI-01-02.wav
html-keyboard-response,65,336614,0.0-10.0-0.9,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,66,337124,0.0-10.0-1.9,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The front yard is pretty.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,67,338778,0.0-10.0-2.9,,,,,,null,null,stimuli/FAS_M6M-HINT-P1-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,68,339285,0.0-10.0-3.9,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The front yard is pretty.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,69,340778,0.0-10.0-4.9,,,,,,null,null,stimuli/FAS_E5M-HINT-P1-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,70,343814,0.0-10.0-5.9,,,,,,3034,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The front yard is pretty.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,12,EM,f,HINT,The front yard is pretty.,stimuli/FAS_M6M-HINT-P1-03.wav,stimuli/FAS_E5M-HINT-P1-03.wav
html-keyboard-response,71,344824,0.0-10.0-0.10,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,72,345335,0.0-10.0-1.10,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>floor</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,73,346017,0.0-10.0-2.10,,,,,,null,null,stimuli/FAS_E1M-WIPI-01-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,74,346524,0.0-10.0-3.10,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>floor</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,75,347358,0.0-10.0-4.10,,,,,,null,null,stimuli/FAS_M6M-WIPI-01-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,76,350187,0.0-10.0-5.10,,,,,,2826,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>floor</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,4,EM,f,WIPI,floor,stimuli/FAS_E1M-WIPI-01-04.wav,stimuli/FAS_M6M-WIPI-01-04.wav
html-keyboard-response,77,351194,0.0-10.0-0.11,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,78,351704,0.0-10.0-1.11,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The boy got into trouble.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,79,353216,0.0-10.0-2.11,,,,,,null,null,stimuli/FAS_E5M-HINT-P1-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,80,353725,0.0-10.0-3.11,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The boy got into trouble.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,81,355578,0.0-10.0-4.11,,,,,,null,null,stimuli/FAS_M6M-HINT-P1-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,82,356255,0.0-10.0-5.11,,,,,,675,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The boy got into trouble.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,practice,,10,EM,f,HINT,The boy got into trouble.,stimuli/FAS_E5M-HINT-P1-01.wav,stimuli/FAS_M6M-HINT-P1-01.wav
html-button-response,83,373024,0.0-11.0,,,,,,16768,0,"
    <h1 style = ""width:100%"">
    The practice session is now over.
    </h1>
    <p>
    If you have any questions at this point, please do not close this webpage and contact the researcher.

    If you have no questions regarding the experiment procedure, click the button below to start the experiment.
    </p>
    ",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,84,374034,0.0-12.0-0.0,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,85,374544,0.0-12.0-1.0,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The thin dog was hungry.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,86,376083,0.0-12.0-2.0,,,,,,null,null,stimuli/FAS_E5M-BKBR-02-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,87,376589,0.0-12.0-3.0,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The thin dog was hungry.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,88,378043,0.0-12.0-4.0,,,,,,null,null,stimuli/FAS_E1M-BKBR-02-06.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,89,378948,0.0-12.0-5.0,,,,,,903,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The thin dog was hungry.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,22,EE,j,BKB,The thin dog was hungry.,stimuli/FAS_E5M-BKBR-02-06.wav,stimuli/FAS_E1M-BKBR-02-06.wav
html-keyboard-response,90,379959,0.0-12.0-0.1,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,91,380469,0.0-12.0-1.1,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The two children were laughing.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,92,382043,0.0-12.0-2.1,,,,,,null,null,stimuli/FAS_M6M-HINT-07-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,93,382549,0.0-12.0-3.1,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The two children were laughing.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,94,384363,0.0-12.0-4.1,,,,,,null,null,stimuli/FAS_J2M-HINT-07-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,95,385423,0.0-12.0-5.1,,,,,,1057,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The two children were laughing.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,157,MJ,f,HINT,The two children were laughing.,stimuli/FAS_M6M-HINT-07-05.wav,stimuli/FAS_J2M-HINT-07-05.wav
html-keyboard-response,96,386429,0.0-12.0-0.2,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,97,386939,0.0-12.0-1.2,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>He is bringing his raincoat.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,98,389102,0.0-12.0-2.2,,,,,,null,null,stimuli/FAS_K9M-BKBR-06-11.wav,,,,,,,,,,,,,,,,,,,,
