trial_type,trial_index,time_elapsed,internal_node_id,success,timeout,failed_images,failed_audio,failed_video,rt,response,stimulus,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,phase,deviceInfo,itemID,stimulus_type,correct_ans,list,content,sound1,sound2
html-keyboard-response,221,430602,0.0-12.0-5.22,,,,,,649,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>pinch</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,7,EE,j,PBK,pinch,stimuli/word/FAS_E1M-PBKW-01-07.wav,stimuli/word/FAS_E5M-PBKW-01-07.wav
html-keyboard-response,222,431616,0.0-12.0-0.23,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,223,432120,0.0-12.0-1.23,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>no</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,224,432692,0.0-12.0-2.23,,,,,,null,null,stimuli/word/FAS_E5M-PBKW-01-19.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,225,433195,0.0-12.0-3.23,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>no</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,226,433833,0.0-12.0-4.23,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-01-19.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,227,434375,0.0-12.0-5.23,,,,,,542,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>no</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,19,EE,j,PBK,no,stimuli/word/FAS_E5M-PBKW-01-19.wav,stimuli/word/FAS_E1M-PBKW-01-19.wav
html-keyboard-response,228,435379,0.0-12.0-0.24,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,229,435881,0.0-12.0-1.24,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>call</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,230,436513,0.0-12.0-2.24,,,,,,null,null,stimuli/word/FAS_J1M-LNTW-02-32.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,231,437021,0.0-12.0-3.24,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>call</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,232,437693,0.0-12.0-4.24,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-02-32.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,233,439009,0.0-12.0-5.24,,,,,,1315,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>call</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,182,JK,f,LNT,call,stimuli/word/FAS_J1M-LNTW-02-32.wav,stimuli/word/FAS_K9M-LNTW-02-32.wav
html-keyboard-response,234,440017,0.0-12.0-0.25,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,235,440519,0.0-12.0-1.25,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>hot</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,236,441153,0.0-12.0-2.25,,,,,,null,null,stimuli/word/FAS_M1M-PBKW-01-47.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,237,441665,0.0-12.0-3.25,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>hot</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,238,442312,0.0-12.0-4.25,,,,,,null,null,stimuli/word/FAS_M6M-PBKW-01-47.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,239,443231,0.0-12.0-5.25,,,,,,918,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>hot</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,47,MM,j,PBK,hot,stimuli/word/FAS_M1M-PBKW-01-47.wav,stimuli/word/FAS_M6M-PBKW-01-47.wav
html-keyboard-response,240,444235,0.0-12.0-0.26,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,241,444738,0.0-12.0-1.26,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>pig</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,242,445332,0.0-12.0-2.26,,,,,,null,null,stimuli/word/FAS_M6M-LNTW-02-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,243,445844,0.0-12.0-3.26,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>pig</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,244,446332,0.0-12.0-4.26,,,,,,null,null,stimuli/word/FAS_J1M-LNTW-02-04.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,245,447777,0.0-12.0-5.26,,,,,,1444,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>pig</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,154,MJ,f,LNT,pig,stimuli/word/FAS_M6M-LNTW-02-04.wav,stimuli/word/FAS_J1M-LNTW-02-04.wav
html-keyboard-response,246,448789,0.0-12.0-0.27,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,247,449291,0.0-12.0-1.27,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>read</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,248,449993,0.0-12.0-2.27,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-02-41.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,249,450507,0.0-12.0-3.27,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>read</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,250,451152,0.0-12.0-4.27,,,,,,null,null,stimuli/word/FAS_J2M-LNTW-02-41.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,251,452588,0.0-12.0-5.27,,,,,,1435,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>read</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,191,JK,f,LNT,read,stimuli/word/FAS_K9M-LNTW-02-41.wav,stimuli/word/FAS_J2M-LNTW-02-41.wav
html-keyboard-response,252,453591,0.0-12.0-0.28,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,253,454098,0.0-12.0-1.28,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>dad</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,254,454692,0.0-12.0-2.28,,,,,,null,null,stimuli/word/FAS_K9M-LNTW-01-44.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,255,455194,0.0-12.0-3.28,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>dad</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,256,455732,0.0-12.0-4.28,,,,,,null,null,stimuli/word/FAS_E5M-LNTW-01-44.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,257,456612,0.0-12.0-5.28,,,,,,879,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>dad</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,144,EK,f,LNT,dad,stimuli/word/FAS_K9M-LNTW-01-44.wav,stimuli/word/FAS_E5M-LNTW-01-44.wav
html-keyboard-response,258,457618,0.0-12.0-0.29,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,259,458131,0.0-12.0-1.29,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>fold</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,260,458973,0.0-12.0-2.29,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-01-17.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,261,459476,0.0-12.0-3.29,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>fold</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,262,460152,0.0-12.0-4.29,,,,,,null,null,stimuli/word/FAS_E5M-PBKW-01-17.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,263,460994,0.0-12.0-5.29,,,,,,842,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>fold</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,17,EE,j,PBK,fold,stimuli/word/FAS_E1M-PBKW-01-17.wav,stimuli/word/FAS_E5M-PBKW-01-17.wav
html-keyboard-response,264,462000,0.0-12.0-0.30,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,265,462500,0.0-12.0-1.30,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>tea</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,266,463133,0.0-12.0-2.30,,,,,,null,null,stimuli/word/FAS_E5M-LNTW-01-40.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,267,463644,0.0-12.0-3.30,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>tea</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,268,464272,0.0-12.0-4.30,,,,,,null,null,stimuli/word/FAS_K7M-LNTW-01-40.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,269,465131,0.0-12.0-5.30,,,,,,859,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>tea</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,140,EK,f,LNT,tea,stimuli/word/FAS_E5M-LNTW-01-40.wav,stimuli/word/FAS_K7M-LNTW-01-40.wav
html-keyboard-response,270,466144,0.0-12.0-0.31,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,271,466657,0.0-12.0-1.31,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>rat</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,272,467213,0.0-12.0-2.31,,,,,,null,null,stimuli/word/FAS_E5M-PBKW-01-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,273,467717,0.0-12.0-3.31,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>rat</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,274,468172,0.0-12.0-4.31,,,,,,null,null,stimuli/word/FAS_E1M-PBKW-01-05.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,275,468849,0.0-12.0-5.31,,,,,,676,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>rat</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,5,EE,j,PBK,rat,stimuli/word/FAS_E5M-PBKW-01-05.wav,stimuli/word/FAS_E1M-PBKW-01-05.wav
html-keyboard-response,276,469860,0.0-12.0-0.32,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,277,470374,0.0-12.0-1.32,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>bed</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,278,470932,0.0-12.0-2.32,,,,,,null,null,stimuli/word/FAS_J2M-LNTW-02-36.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,279,471435,0.0-12.0-3.32,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>bed</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,280,472133,0.0-12.0-4.32,,,,,,null,null,stimuli/word/FAS_K7M-LNTW-02-36.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,281,473271,0.0-12.0-5.32,,,,,,1138,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>bed</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,186,JK,f,LNT,bed,stimuli/word/FAS_J2M-LNTW-02-36.wav,stimuli/word/FAS_K7M-LNTW-02-36.wav
html-keyboard-response,282,474277,0.0-12.0-0.33,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,283,474793,0.0-12.0-1.33,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>as</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,284,475432,0.0-12.0-2.33,,,,,,null,null,stimuli/word/FAS_K7M-PBKW-02-40.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,285,475948,0.0-12.0-3.33,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>as</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,286,476573,0.0-12.0-4.33,,,,,,null,null,stimuli/word/FAS_K9M-PBKW-02-40.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,287,477264,0.0-12.0-5.33,,,,,,691,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>as</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,90,KK,j,PBK,as,stimuli/word/FAS_K7M-PBKW-02-40.wav,stimuli/word/FAS_K9M-PBKW-02-40.wav
html-keyboard-response,288,478267,0.0-12.0-0.34,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,289,478768,0.0-12.0-1.34,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>break</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,290,479333,0.0-12.0-2.34,,,,,,null,null,stimuli/word/FAS_M1M-LNTW-02-14.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,291,479844,0.0-12.0-3.34,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>break</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,292,480512,0.0-12.0-4.34,,,,,,null,null,stimuli/word/FAS_K7M-LNTW-02-14.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,293,481334,0.0-12.0-5.34,,,,,,821,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>break</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,164,MK,f,LNT,break,stimuli/word/FAS_M1M-LNTW-02-14.wav,stimuli/word/FAS_K7M-LNTW-02-14.wav
html-keyboard-response,294,482338,0.0-12.0-0.35,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,295,482854,0.0-12.0-1.35,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>fresh</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,296,483652,0.0-12.0-2.35,,,,,,null,null,stimuli/word/FAS_K9M-PBKW-02-43.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,297,484164,0.0-12.0-3.35,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>fresh</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,298,484893,0.0-12.0-4.35,,,,,,null,null,stimuli/word/FAS_K7M-PBKW-02-43.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,299,486101,0.0-12.0-5.35,,,,,,1207,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>fresh</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,93,KK,j,PBK,fresh,stimuli/word/FAS_K9M-PBKW-02-43.wav,stimuli/word/FAS_K7M-PBKW-02-43.wav
html-keyboard-response,300,487112,0.0-12.0-0.36,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,301,487616,0.0-12.0-1.36,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>dance</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,302,488412,0.0-12.0-2.36,,,,,,null,null,stimuli/word/FAS_J1M-LNTW-01-16.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,303,488913,0.0-12.0-3.36,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>dance</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,304,489773,0.0-12.0-4.36,,,,,,null,null,stimuli/word/FAS_E1M-LNTW-01-16.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,305,490301,0.0-12.0-5.36,,,,,,528,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>dance</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,116,EJ,f,LNT,dance,stimuli/word/FAS_J1M-LNTW-01-16.wav,stimuli/word/FAS_E1M-LNTW-01-16.wav
html-keyboard-response,306,491304,0.0-12.0-0.37,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,307,491809,0.0-12.0-1.37,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>juice</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,308,492732,0.0-12.0-2.37,,,,,,null,null,stimuli/word/FAS_E1M-LNTW-01-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,309,493246,0.0-12.0-3.37,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>juice</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,310,494112,0.0-12.0-4.37,,,,,,null,null,stimuli/word/FAS_M6M-LNTW-01-01.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,311,495281,0.0-12.0-5.37,,,,,,1169,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>juice</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,101,EM,f,LNT,juice,stimuli/word/FAS_E1M-LNTW-01-01.wav,stimuli/word/FAS_M6M-LNTW-01-01.wav
html-keyboard-response,312,496296,0.0-12.0-0.38,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,313,496810,0.0-12.0-1.38,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>game</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,314,497393,0.0-12.0-2.38,,,,,,null,null,stimuli/word/FAS_J1M-LNTW-01-45.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,315,497895,0.0-12.0-3.38,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>game</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,316,498412,0.0-12.0-4.38,,,,,,null,null,stimuli/word/FAS_M1M-LNTW-01-45.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,317,498983,0.0-12.0-5.38,,,,,,571,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>game</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,145,MJ,f,LNT,game,stimuli/word/FAS_J1M-LNTW-01-45.wav,stimuli/word/FAS_M1M-LNTW-01-45.wav
html-keyboard-response,318,499985,0.0-12.0-0.39,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,319,500485,0.0-12.0-1.39,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>thank</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,320,501113,0.0-12.0-2.39,,,,,,null,null,stimuli/word/FAS_M1M-PBKW-01-32.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,321,501618,0.0-12.0-3.39,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>thank</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,322,502332,0.0-12.0-4.39,,,,,,null,null,stimuli/word/FAS_M6M-PBKW-01-32.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,323,502731,0.0-12.0-5.39,,,,,,399,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of audio is_<strong>thank</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,word,,32,MM,j,PBK,thank,stimuli/word/FAS_M1M-PBKW-01-32.wav,stimuli/word/FAS_M6M-PBKW-01-32.wav
html-keyboard-response,324,503745,0.0-12.0-0.40,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
