trial_type,trial_index,time_elapsed,internal_node_id,success,timeout,failed_images,failed_audio,failed_video,rt,response,stimulus,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,phase,deviceInfo,itemID,stimulus_type,correct_ans,list,content,sound1,sound2
html-keyboard-response,605,940208,0.0-12.0-5.86,,,,,,635,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The farmer keeps a bull.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,36,MM,j,BKB,The farmer keeps a bull.,stimuli/FAS_M6M-BKBR-03-04.wav,stimuli/FAS_M1M-BKBR-03-04.wav
html-keyboard-response,606,941220,0.0-12.0-0.87,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,607,941739,0.0-12.0-1.87,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The new road was on the map.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,608,943631,0.0-12.0-2.87,,,,,,null,null,stimuli/FAS_J2M-HINT-03-08.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,609,944149,0.0-12.0-3.87,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The new road was on the map.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,610,945851,0.0-12.0-4.87,,,,,,null,null,stimuli/FAS_E1M-HINT-03-08.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,611,947062,0.0-12.0-5.87,,,,,,1208,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The new road was on the map.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,120,EJ,f,HINT,The new road was on the map.,stimuli/FAS_J2M-HINT-03-08.wav,stimuli/FAS_E1M-HINT-03-08.wav
html-keyboard-response,612,948075,0.0-12.0-0.88,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,613,948579,0.0-12.0-1.88,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They're running past the house.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,614,950371,0.0-12.0-2.88,,,,,,null,null,stimuli/FAS_M6M-HINT-07-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,615,950875,0.0-12.0-3.88,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They're running past the house.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,616,952971,0.0-12.0-4.88,,,,,,null,null,stimuli/FAS_J1M-HINT-07-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,617,953198,0.0-12.0-5.88,,,,,,224,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They're running past the house.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,154,MJ,f,HINT,They're running past the house.,stimuli/FAS_M6M-HINT-07-02.wav,stimuli/FAS_J1M-HINT-07-02.wav
html-keyboard-response,618,954208,0.0-12.0-0.89,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,619,954729,0.0-12.0-1.89,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The teapot is very hot.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,620,956611,0.0-12.0-2.89,,,,,,null,null,stimuli/FAS_M1M-BKBR-03-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,621,957116,0.0-12.0-3.89,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The teapot is very hot.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,622,958951,0.0-12.0-4.89,,,,,,null,null,stimuli/FAS_M6M-BKBR-03-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,623,959320,0.0-12.0-5.89,,,,,,367,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The teapot is very hot.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,35,MM,j,BKB,The teapot is very hot.,stimuli/FAS_M1M-BKBR-03-03.wav,stimuli/FAS_M6M-BKBR-03-03.wav
html-keyboard-response,624,960339,0.0-12.0-0.90,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,625,960845,0.0-12.0-1.90,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They ate a lemon pie.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,626,962731,0.0-12.0-2.90,,,,,,null,null,stimuli/FAS_J1M-HINT-09-07.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,627,963239,0.0-12.0-3.90,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They ate a lemon pie.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,628,965471,0.0-12.0-4.90,,,,,,null,null,stimuli/FAS_K7M-HINT-09-07.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,629,965750,0.0-12.0-5.90,,,,,,276,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They ate a lemon pie.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,179,JK,f,HINT,They ate a lemon pie.,stimuli/FAS_J1M-HINT-09-07.wav,stimuli/FAS_K7M-HINT-09-07.wav
html-keyboard-response,630,966759,0.0-12.0-0.91,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,631,967279,0.0-12.0-1.91,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The truck drove up the road.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,632,969071,0.0-12.0-2.91,,,,,,null,null,stimuli/FAS_K9M-BKBR-06-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,633,969577,0.0-12.0-3.91,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The truck drove up the road.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,634,972331,0.0-12.0-4.91,,,,,,null,null,stimuli/FAS_K7M-BKBR-06-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,635,972545,0.0-12.0-5.91,,,,,,212,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The truck drove up the road.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,90,KK,j,BKB,The truck drove up the road.,stimuli/FAS_K9M-BKBR-06-10.wav,stimuli/FAS_K7M-BKBR-06-10.wav
html-keyboard-response,636,973567,0.0-12.0-0.92,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,637,974085,0.0-12.0-1.92,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The light went out.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,638,975611,0.0-12.0-2.92,,,,,,null,null,stimuli/FAS_K7M-BKBR-05-13.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,639,976129,0.0-12.0-3.92,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The light went out.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,640,977731,0.0-12.0-4.92,,,,,,null,null,stimuli/FAS_K9M-BKBR-05-13.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,641,977996,0.0-12.0-5.92,,,,,,262,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The light went out.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,77,KK,j,BKB,The light went out.,stimuli/FAS_K7M-BKBR-05-13.wav,stimuli/FAS_K9M-BKBR-05-13.wav
html-keyboard-response,642,979006,0.0-12.0-0.93,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,643,979528,0.0-12.0-1.93,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>Strawberry jam is sweet.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,644,981291,0.0-12.0-2.93,,,,,,null,null,stimuli/FAS_E5M-HINT-02-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,645,981800,0.0-12.0-3.93,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>Strawberry jam is sweet.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,646,983611,0.0-12.0-4.93,,,,,,null,null,stimuli/FAS_M1M-HINT-02-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,647,983745,0.0-12.0-5.93,,,,,,131,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>Strawberry jam is sweet.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,105,EM,f,HINT,Strawberry jam is sweet.,stimuli/FAS_E5M-HINT-02-03.wav,stimuli/FAS_M1M-HINT-02-03.wav
html-keyboard-response,648,984769,0.0-12.0-0.94,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,649,985273,0.0-12.0-1.94,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They wanted some potatoes.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,650,987211,0.0-12.0-2.94,,,,,,null,null,stimuli/FAS_K9M-BKBR-05-14.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,651,987718,0.0-12.0-3.94,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They wanted some potatoes.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,652,990332,0.0-12.0-4.94,,,,,,null,null,stimuli/FAS_K7M-BKBR-05-14.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,653,996566,0.0-12.0-5.94,,,,,,6232,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They wanted some potatoes.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,78,KK,j,BKB,They wanted some potatoes.,stimuli/FAS_K9M-BKBR-05-14.wav,stimuli/FAS_K7M-BKBR-05-14.wav
html-keyboard-response,654,997580,0.0-12.0-0.95,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,655,998088,0.0-12.0-1.95,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The boy is running away.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,656,999689,0.0-12.0-2.95,,,,,,null,null,stimuli/FAS_M1M-BKBR-03-12.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,657,1000198,0.0-12.0-3.95,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The boy is running away.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,658,1001791,0.0-12.0-4.95,,,,,,null,null,stimuli/FAS_M6M-BKBR-03-12.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,659,1003772,0.0-12.0-5.95,,,,,,1979,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The boy is running away.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,44,MM,j,BKB,The boy is running away.,stimuli/FAS_M1M-BKBR-03-12.wav,stimuli/FAS_M6M-BKBR-03-12.wav
html-keyboard-response,660,1004774,0.0-12.0-0.96,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,661,1005280,0.0-12.0-1.96,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The road goes up the hill.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,662,1007171,0.0-12.0-2.96,,,,,,null,null,stimuli/FAS_M6M-HINT-08-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,663,1007688,0.0-12.0-3.96,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The road goes up the hill.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,664,1009671,0.0-12.0-4.96,,,,,,null,null,stimuli/FAS_K7M-HINT-08-10.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,665,1010366,0.0-12.0-5.96,,,,,,692,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The road goes up the hill.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,172,MK,f,HINT,The road goes up the hill.,stimuli/FAS_M6M-HINT-08-10.wav,stimuli/FAS_K7M-HINT-08-10.wav
html-keyboard-response,666,1011379,0.0-12.0-0.97,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,667,1011885,0.0-12.0-1.97,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The kitchen clock was wrong.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,668,1013611,0.0-12.0-2.97,,,,,,null,null,stimuli/FAS_J2M-HINT-04-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,669,1014128,0.0-12.0-3.97,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The kitchen clock was wrong.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,670,1015831,0.0-12.0-4.97,,,,,,null,null,stimuli/FAS_E5M-HINT-04-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,671,1016732,0.0-12.0-5.97,,,,,,898,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The kitchen clock was wrong.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,125,EJ,f,HINT,The kitchen clock was wrong.,stimuli/FAS_J2M-HINT-04-03.wav,stimuli/FAS_E5M-HINT-04-03.wav
html-keyboard-response,672,1017742,0.0-12.0-0.98,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,673,1018247,0.0-12.0-1.98,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They are running past the house.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,674,1019950,0.0-12.0-2.98,,,,,,null,null,stimuli/FAS_J2M-BKBR-05-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,675,1020469,0.0-12.0-3.98,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They are running past the house.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,676,1023031,0.0-12.0-4.98,,,,,,null,null,stimuli/FAS_J1M-BKBR-05-03.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,677,1025983,0.0-12.0-5.98,,,,,,2948,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They are running past the house.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,67,JJ,j,BKB,They are running past the house.,stimuli/FAS_J2M-BKBR-05-03.wav,stimuli/FAS_J1M-BKBR-05-03.wav
html-keyboard-response,678,1026988,0.0-12.0-0.99,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,679,1027508,0.0-12.0-1.99,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>They went on vacation.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,680,1029469,0.0-12.0-2.99,,,,,,null,null,stimuli/FAS_K7M-HINT-05-08.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,681,1029978,0.0-12.0-3.99,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>They went on vacation.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,682,1031553,0.0-12.0-4.99,,,,,,null,null,stimuli/FAS_E5M-HINT-05-08.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,683,1036278,0.0-12.0-5.99,,,,,,4719,j,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>They went on vacation.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,140,EK,f,HINT,They went on vacation.,stimuli/FAS_K7M-HINT-05-08.wav,stimuli/FAS_E5M-HINT-05-08.wav
html-keyboard-response,684,1037293,0.0-12.0-0.100,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,685,1037799,0.0-12.0-1.100,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>He is washing his face.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,686,1040351,0.0-12.0-2.100,,,,,,null,null,stimuli/FAS_K7M-BKBR-05-11.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,687,1040863,0.0-12.0-3.100,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>He is washing his face.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,688,1042451,0.0-12.0-4.100,,,,,,null,null,stimuli/FAS_K9M-BKBR-05-11.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,689,1044277,0.0-12.0-5.100,,,,,,1824,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>He is washing his face.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,75,KK,j,BKB,He is washing his face.,stimuli/FAS_K7M-BKBR-05-11.wav,stimuli/FAS_K9M-BKBR-05-11.wav
html-keyboard-response,690,1045296,0.0-12.0-0.101,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,691,1045810,0.0-12.0-1.101,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The machine was very noisy.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,692,1047931,0.0-12.0-2.101,,,,,,null,null,stimuli/FAS_J1M-BKBR-04-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,693,1048445,0.0-12.0-3.101,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The machine was very noisy.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,694,1050230,0.0-12.0-4.101,,,,,,null,null,stimuli/FAS_J2M-BKBR-04-02.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,695,1050657,0.0-12.0-5.101,,,,,,423,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>The machine was very noisy.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,50,JJ,j,BKB,The machine was very noisy.,stimuli/FAS_J1M-BKBR-04-02.wav,stimuli/FAS_J2M-BKBR-04-02.wav
html-keyboard-response,696,1051669,0.0-12.0-0.102,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,697,1052175,0.0-12.0-1.102,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>She's washing her new silk dress.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,698,1055655,0.0-12.0-2.102,,,,,,null,null,stimuli/FAS_K7M-HINT-04-07.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,699,1056173,0.0-12.0-3.102,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>She's washing her new silk dress.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,700,1058411,0.0-12.0-4.102,,,,,,null,null,stimuli/FAS_E1M-HINT-04-07.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,701,1064267,0.0-12.0-5.102,,,,,,5849,f,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of the audio is_<strong>She's washing her new silk dress.</strong>_ 
        </p>
    <p style=""width: 100%""> 
    Press <span style=""background-color: yellow;"">[ F ] key</span> if the accents are different. Press <span style=""background-color: yellow;"">[ J ] key</span> if the accents are the same.
    <u>Please press the key accordingly.</u>
    </p>",,,,,,,,,,,,sentence,,129,EK,f,HINT,She's washing her new silk dress.,stimuli/FAS_K7M-HINT-04-07.wav,stimuli/FAS_E1M-HINT-04-07.wav
html-keyboard-response,702,1065279,0.0-12.0-0.103,,,,,,null,null,"<h1 style= ""font-size: 50px"">+
    </h1>",,,,,,,,,,,,,,,,,,,,
html-keyboard-response,703,1065789,0.0-12.0-1.103,,,,,,null,null,"
            <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
            The content of this audio is _<strong>The jelly jar was full.</strong>_ 
            </p>",,,,,,,,,,,,,,,,,,,,
audio-keyboard-response,704,1067409,0.0-12.0-2.103,,,,,,null,null,stimuli/FAS_J2M-BKBR-04-11.wav,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,705,1067929,0.0-12.0-3.103,,,,,,null,null,"
        <p style= ""white-space: nowrap;text-align: center; padding: 20px; background-color: lightgray;"">
        The content of this audio is _<strong>The jelly jar was full.</strong>_ 
        </p>",,,,,,,,,,,,,,,,,,,,
